file_off	va	string
0xC443	0x3F40C443	block_trim_used
0xC453	0x3F40C453	tlsf_realloc
0xC460	0x3F40C460	block_merge_next
0xC471	0x3F40C471	block_absorb
0xC47E	0x3F40C47E	block_merge_prev
0xC48F	0x3F40C48F	tlsf_free
0xC499	0x3F40C499	block_split
0xC4A5	0x3F40C4A5	block_trim_free
0xC4B5	0x3F40C4B5	search_suitable_block
0xC4CB	0x3F40C4CB	block_locate_free
0xC4DD	0x3F40C4DD	control_construct
0xC4EF	0x3F40C4EF	remove_free_block
0xC501	0x3F40C501	insert_free_block
0xC513	0x3F40C513	CORRUPT HEAP: Bad head at %p. Expected 0x%08x got 0x%08x
0xC54D	0x3F40C54D	CORRUPT HEAP: Bad tail at %p. Expected 0x%08x got 0x%08x
0xC587	0x3F40C587	head != NULL
0xC5C0	0x3F40C5C0	multi_heap_get_allocated_size
0xC5DE	0x3F40C5DE	multi_heap_realloc
0xC5F1	0x3F40C5F1	multi_heap_free
0xC601	0x3F40C601	reserved[i].start <= reserved[i].end
0xC656	0x3F40C656	reserved[i + 1].start > reserved[i].start
0xC680	0x3F40C680	memory_layout
0xC6EF	0x3F40C6EF	s_prepare_reserved_regions
0xC9D0	0x3F40C9D0	D/IRAM
0xC9D7	0x3F40C9D7	PID2IRAM
0xC9E0	0x3F40C9E0	PID3IRAM
0xC9E9	0x3F40C9E9	PID4IRAM
0xC9F2	0x3F40C9F2	PID5IRAM
0xC9FB	0x3F40C9FB	PID6IRAM
0xCA04	0x3F40CA04	PID7IRAM
0xCA0D	0x3F40CA0D	PID2DRAM
0xCA16	0x3F40CA16	PID3DRAM
0xCA1F	0x3F40CA1F	PID4DRAM
0xCA28	0x3F40CA28	PID5DRAM
0xCA31	0x3F40CA31	PID6DRAM
0xCA3A	0x3F40CA3A	PID7DRAM
0xCA43	0x3F40CA43	SPIRAM
0xCA4A	0x3F40CA4A	RTCRAM
0xD138	0x3F40D138	result == core_id || result == SPINLOCK_FREE
0xD19B	0x3F40D19B	(result == SPINLOCK_FREE) == (lock->count == 0)
0xD1CB	0x3F40D1CB	lock->count < 0xFF
0xD1DE	0x3F40D1DE	core_id == lock->owner
0xD1F5	0x3F40D1F5	lock->count < 0x100
0xD209	0x3F40D209	spinlock_release
0xD21A	0x3F40D21A	spinlock_acquire
0xD26B	0x3F40D26B	esp_fill_random
0xD27B	0x3F40D27B	!((vd->flags&VECDESC_FL_SHARED)&&(vd->flags&VECDESC_FL_NONSHARED))
0xD2EA	0x3F40D2EA	svd != NULL
0xD2FA	0x3F40D2FA	esp_intr_disable
0xD30B	0x3F40D30B	esp_intr_free
0xD319	0x3F40D319	is_vect_desc_usable
0xD32D	0x3F40D32D	find_desc_for_source
0xD342	0x3F40D342	system_api
0xD39D	0x3F40D39D	(size_bits % 8) == 0
0xD485	0x3F40D485	esp_efuse_mac_get_default
0xD49F	0x3F40D49F	"(Cannot use REG_CLR_BIT for DPORT registers use DPORT_REG_CLR_BIT)" && (!((((rtc_io_desc[rtcio_num].reg)) >= 0x3ff00000) && ((rtc_io_desc[rtcio_num].reg)) <= 0x3ff13FFC))
0xD54B	0x3F40D54B	rtcio_ll_force_hold_disable
0xD567	0x3F40D567	slowclk_cycles < 32767
0xD5B3	0x3F40D5B3	rtc_time
0xD659	0x3F40D659	rtc_clk_cal_internal
0xD66E	0x3F40D66E	Unhandled interrupt %d on cpu %d!
0xD691	0x3F40D691	ERROR
0xD697	0x3F40D697	ESP_FAIL
0xD6A0	0x3F40D6A0	ESP_ERR_NO_MEM
0xD6AF	0x3F40D6AF	ESP_ERR_INVALID_ARG
0xD6C3	0x3F40D6C3	ESP_ERR_INVALID_STATE
0xD6D9	0x3F40D6D9	ESP_ERR_INVALID_SIZE
0xD6EE	0x3F40D6EE	ESP_ERR_NOT_FOUND
0xD700	0x3F40D700	ESP_ERR_NOT_SUPPORTED
0xD716	0x3F40D716	ESP_ERR_TIMEOUT
0xD726	0x3F40D726	ESP_ERR_INVALID_RESPONSE
0xD73F	0x3F40D73F	ESP_ERR_INVALID_CRC
0xD753	0x3F40D753	ESP_ERR_INVALID_VERSION
0xD76B	0x3F40D76B	ESP_ERR_INVALID_MAC
0xD77F	0x3F40D77F	ESP_ERR_NOT_FINISHED
0xD794	0x3F40D794	ESP_ERR_NVS_BASE
0xD7A5	0x3F40D7A5	ESP_ERR_NVS_NOT_INITIALIZED
0xD7C1	0x3F40D7C1	ESP_ERR_NVS_NOT_FOUND
0xD7D7	0x3F40D7D7	ESP_ERR_NVS_TYPE_MISMATCH
0xD7F1	0x3F40D7F1	ESP_ERR_NVS_READ_ONLY
0xD807	0x3F40D807	ESP_ERR_NVS_NOT_ENOUGH_SPACE
0xD824	0x3F40D824	ESP_ERR_NVS_INVALID_NAME
0xD83D	0x3F40D83D	ESP_ERR_NVS_INVALID_HANDLE
0xD858	0x3F40D858	ESP_ERR_NVS_REMOVE_FAILED
0xD872	0x3F40D872	ESP_ERR_NVS_KEY_TOO_LONG
0xD88B	0x3F40D88B	ESP_ERR_NVS_PAGE_FULL
0xD8A1	0x3F40D8A1	ESP_ERR_NVS_INVALID_STATE
0xD8BB	0x3F40D8BB	ESP_ERR_NVS_INVALID_LENGTH
0xD8D6	0x3F40D8D6	ESP_ERR_NVS_NO_FREE_PAGES
0xD8F0	0x3F40D8F0	ESP_ERR_NVS_VALUE_TOO_LONG
0xD90B	0x3F40D90B	ESP_ERR_NVS_PART_NOT_FOUND
0xD926	0x3F40D926	ESP_ERR_NVS_NEW_VERSION_FOUND
0xD944	0x3F40D944	ESP_ERR_NVS_XTS_ENCR_FAILED
0xD960	0x3F40D960	ESP_ERR_NVS_XTS_DECR_FAILED
0xD97C	0x3F40D97C	ESP_ERR_NVS_XTS_CFG_FAILED
0xD997	0x3F40D997	ESP_ERR_NVS_XTS_CFG_NOT_FOUND
0xD9B5	0x3F40D9B5	ESP_ERR_NVS_ENCR_NOT_SUPPORTED
0xD9D4	0x3F40D9D4	ESP_ERR_NVS_KEYS_NOT_INITIALIZED
0xD9F5	0x3F40D9F5	ESP_ERR_NVS_CORRUPT_KEY_PART
0xDA12	0x3F40DA12	ESP_ERR_NVS_CONTENT_DIFFERS
0xDA2E	0x3F40DA2E	ESP_ERR_NVS_WRONG_ENCRYPTION
0xDA4B	0x3F40DA4B	ESP_ERR_ULP_BASE
0xDA5C	0x3F40DA5C	ESP_ERR_ULP_SIZE_TOO_BIG
0xDA75	0x3F40DA75	ESP_ERR_ULP_INVALID_LOAD_ADDR
0xDA93	0x3F40DA93	ESP_ERR_ULP_DUPLICATE_LABEL
0xDAAF	0x3F40DAAF	ESP_ERR_ULP_UNDEFINED_LABEL
0xDACB	0x3F40DACB	ESP_ERR_ULP_BRANCH_OUT_OF_RANGE
0xDAEB	0x3F40DAEB	ESP_ERR_OTA_BASE
0xDAFC	0x3F40DAFC	ESP_ERR_OTA_PARTITION_CONFLICT
0xDB1B	0x3F40DB1B	ESP_ERR_OTA_SELECT_INFO_INVALID
0xDB3B	0x3F40DB3B	ESP_ERR_OTA_VALIDATE_FAILED
0xDB57	0x3F40DB57	ESP_ERR_OTA_SMALL_SEC_VER
0xDB71	0x3F40DB71	ESP_ERR_OTA_ROLLBACK_FAILED
0xDB8D	0x3F40DB8D	ESP_ERR_OTA_ROLLBACK_INVALID_STATE
0xDBB0	0x3F40DBB0	ESP_ERR_EFUSE
0xDBBE	0x3F40DBBE	ESP_OK_EFUSE_CNT
0xDBCF	0x3F40DBCF	ESP_ERR_EFUSE_CNT_IS_FULL
0xDBE9	0x3F40DBE9	ESP_ERR_EFUSE_REPEATED_PROG
0xDC05	0x3F40DC05	ESP_ERR_CODING
0xDC14	0x3F40DC14	ESP_ERR_NOT_ENOUGH_UNUSED_KEY_BLOCKS
0xDC39	0x3F40DC39	ESP_ERR_DAMAGED_READING
0xDC51	0x3F40DC51	ESP_ERR_IMAGE_BASE
0xDC64	0x3F40DC64	ESP_ERR_IMAGE_FLASH_FAIL
0xDC7D	0x3F40DC7D	ESP_ERR_IMAGE_INVALID
0xDC93	0x3F40DC93	ESP_ERR_WIFI_BASE
0xDCA5	0x3F40DCA5	ESP_ERR_WIFI_NOT_INIT
0xDCBB	0x3F40DCBB	ESP_ERR_WIFI_NOT_STARTED
0xDCD4	0x3F40DCD4	ESP_ERR_WIFI_NOT_STOPPED
0xDCED	0x3F40DCED	ESP_ERR_WIFI_IF
0xDCFD	0x3F40DCFD	ESP_ERR_WIFI_MODE
0xDD0F	0x3F40DD0F	ESP_ERR_WIFI_STATE
0xDD22	0x3F40DD22	ESP_ERR_WIFI_CONN
0xDD34	0x3F40DD34	ESP_ERR_WIFI_NVS
0xDD45	0x3F40DD45	ESP_ERR_WIFI_MAC
0xDD56	0x3F40DD56	ESP_ERR_WIFI_SSID
0xDD68	0x3F40DD68	ESP_ERR_WIFI_PASSWORD
0xDD7E	0x3F40DD7E	ESP_ERR_WIFI_TIMEOUT
0xDD93	0x3F40DD93	ESP_ERR_WIFI_WAKE_FAIL
0xDDAA	0x3F40DDAA	ESP_ERR_WIFI_WOULD_BLOCK
0xDDC3	0x3F40DDC3	ESP_ERR_WIFI_NOT_CONNECT
0xDDDC	0x3F40DDDC	ESP_ERR_WIFI_POST
0xDDEE	0x3F40DDEE	ESP_ERR_WIFI_INIT_STATE
0xDE06	0x3F40DE06	ESP_ERR_WIFI_STOP_STATE
0xDE1E	0x3F40DE1E	ESP_ERR_WIFI_NOT_ASSOC
0xDE35	0x3F40DE35	ESP_ERR_WIFI_TX_DISALLOW
0xDE4E	0x3F40DE4E	ESP_ERR_WIFI_REGISTRAR
0xDE65	0x3F40DE65	ESP_ERR_WIFI_WPS_TYPE
0xDE7B	0x3F40DE7B	ESP_ERR_WIFI_WPS_SM
0xDE8F	0x3F40DE8F	ESP_ERR_ESPNOW_BASE
0xDEA3	0x3F40DEA3	ESP_ERR_ESPNOW_NOT_INIT
0xDEBB	0x3F40DEBB	ESP_ERR_ESPNOW_ARG
0xDECE	0x3F40DECE	ESP_ERR_ESPNOW_NO_MEM
0xDEE4	0x3F40DEE4	ESP_ERR_ESPNOW_FULL
0xDEF8	0x3F40DEF8	ESP_ERR_ESPNOW_NOT_FOUND
0xDF11	0x3F40DF11	ESP_ERR_ESPNOW_INTERNAL
0xDF29	0x3F40DF29	ESP_ERR_ESPNOW_EXIST
0xDF3E	0x3F40DF3E	ESP_ERR_ESPNOW_IF
0xDF50	0x3F40DF50	ESP_ERR_DPP_FAILURE
0xDF64	0x3F40DF64	ESP_ERR_DPP_TX_FAILURE
0xDF7B	0x3F40DF7B	ESP_ERR_DPP_INVALID_ATTR
0xDF94	0x3F40DF94	ESP_ERR_MESH_BASE
0xDFA6	0x3F40DFA6	ESP_ERR_MESH_WIFI_NOT_START
0xDFC2	0x3F40DFC2	ESP_ERR_MESH_NOT_INIT
0xDFD8	0x3F40DFD8	ESP_ERR_MESH_NOT_CONFIG
0xDFF0	0x3F40DFF0	ESP_ERR_MESH_NOT_START
0xE007	0x3F40E007	ESP_ERR_MESH_NOT_SUPPORT
0xE020	0x3F40E020	ESP_ERR_MESH_NOT_ALLOWED
0xE039	0x3F40E039	ESP_ERR_MESH_NO_MEMORY
0xE050	0x3F40E050	ESP_ERR_MESH_ARGUMENT
0xE066	0x3F40E066	ESP_ERR_MESH_EXCEED_MTU
0xE07E	0x3F40E07E	ESP_ERR_MESH_TIMEOUT
0xE093	0x3F40E093	ESP_ERR_MESH_DISCONNECTED
0xE0AD	0x3F40E0AD	ESP_ERR_MESH_QUEUE_FAIL
0xE0C5	0x3F40E0C5	ESP_ERR_MESH_QUEUE_FULL
0xE0DD	0x3F40E0DD	ESP_ERR_MESH_NO_PARENT_FOUND
0xE0FA	0x3F40E0FA	ESP_ERR_MESH_NO_ROUTE_FOUND
0xE116	0x3F40E116	ESP_ERR_MESH_OPTION_NULL
0xE12F	0x3F40E12F	ESP_ERR_MESH_OPTION_UNKNOWN
0xE14B	0x3F40E14B	ESP_ERR_MESH_XON_NO_WINDOW
0xE166	0x3F40E166	ESP_ERR_MESH_INTERFACE
0xE17D	0x3F40E17D	ESP_ERR_MESH_DISCARD_DUPLICATE
0xE19C	0x3F40E19C	ESP_ERR_MESH_DISCARD
0xE1B1	0x3F40E1B1	ESP_ERR_MESH_VOTING
0xE1C5	0x3F40E1C5	ESP_ERR_MESH_XMIT
0xE1D7	0x3F40E1D7	ESP_ERR_MESH_QUEUE_READ
0xE1EF	0x3F40E1EF	ESP_ERR_MESH_PS
0xE1FF	0x3F40E1FF	ESP_ERR_MESH_RECV_RELEASE
0xE219	0x3F40E219	ESP_ERR_ESP_NETIF_BASE
0xE230	0x3F40E230	ESP_ERR_ESP_NETIF_INVALID_PARAMS
0xE251	0x3F40E251	ESP_ERR_ESP_NETIF_IF_NOT_READY
0xE270	0x3F40E270	ESP_ERR_ESP_NETIF_DHCPC_START_FAILED
0xE295	0x3F40E295	ESP_ERR_ESP_NETIF_DHCP_ALREADY_STARTED
0xE2BC	0x3F40E2BC	ESP_ERR_ESP_NETIF_DHCP_ALREADY_STOPPED
0xE2E3	0x3F40E2E3	ESP_ERR_ESP_NETIF_NO_MEM
0xE2FC	0x3F40E2FC	ESP_ERR_ESP_NETIF_DHCP_NOT_STOPPED
0xE31F	0x3F40E31F	ESP_ERR_ESP_NETIF_DRIVER_ATTACH_FAILED
0xE346	0x3F40E346	ESP_ERR_ESP_NETIF_INIT_FAILED
0xE364	0x3F40E364	ESP_ERR_ESP_NETIF_DNS_NOT_CONFIGURED
0xE389	0x3F40E389	ESP_ERR_ESP_NETIF_MLD6_FAILED
0xE3A7	0x3F40E3A7	ESP_ERR_ESP_NETIF_IP6_ADDR_FAILED
0xE3C9	0x3F40E3C9	ESP_ERR_ESP_NETIF_DHCPS_START_FAILED
0xE3EE	0x3F40E3EE	ESP_ERR_FLASH_BASE
0xE401	0x3F40E401	ESP_ERR_FLASH_OP_FAIL
0xE417	0x3F40E417	ESP_ERR_FLASH_OP_TIMEOUT
0xE430	0x3F40E430	ESP_ERR_FLASH_NOT_INITIALISED
0xE44E	0x3F40E44E	ESP_ERR_FLASH_UNSUPPORTED_HOST
0xE46D	0x3F40E46D	ESP_ERR_FLASH_UNSUPPORTED_CHIP
0xE48C	0x3F40E48C	ESP_ERR_FLASH_PROTECTED
0xE4A4	0x3F40E4A4	ESP_ERR_HTTP_BASE
0xE4B6	0x3F40E4B6	ESP_ERR_HTTP_MAX_REDIRECT
0xE4D0	0x3F40E4D0	ESP_ERR_HTTP_CONNECT
0xE4E5	0x3F40E4E5	ESP_ERR_HTTP_WRITE_DATA
0xE4FD	0x3F40E4FD	ESP_ERR_HTTP_FETCH_HEADER
0xE517	0x3F40E517	ESP_ERR_HTTP_INVALID_TRANSPORT
0xE536	0x3F40E536	ESP_ERR_HTTP_CONNECTING
0xE54E	0x3F40E54E	ESP_ERR_HTTP_EAGAIN
0xE562	0x3F40E562	ESP_ERR_HTTP_CONNECTION_CLOSED
0xE581	0x3F40E581	ESP_ERR_ESP_TLS_BASE
0xE596	0x3F40E596	ESP_ERR_ESP_TLS_CANNOT_RESOLVE_HOSTNAME
0xE5BE	0x3F40E5BE	ESP_ERR_ESP_TLS_CANNOT_CREATE_SOCKET
0xE5E3	0x3F40E5E3	ESP_ERR_ESP_TLS_UNSUPPORTED_PROTOCOL_FAMILY
0xE60F	0x3F40E60F	ESP_ERR_ESP_TLS_FAILED_CONNECT_TO_HOST
0xE636	0x3F40E636	ESP_ERR_ESP_TLS_SOCKET_SETOPT_FAILED
0xE65B	0x3F40E65B	ESP_ERR_ESP_TLS_CONNECTION_TIMEOUT
0xE67E	0x3F40E67E	ESP_ERR_ESP_TLS_SE_FAILED
0xE698	0x3F40E698	ESP_ERR_ESP_TLS_TCP_CLOSED_FIN
0xE6B7	0x3F40E6B7	ESP_ERR_MBEDTLS_CERT_PARTLY_OK
0xE6D6	0x3F40E6D6	ESP_ERR_MBEDTLS_CTR_DRBG_SEED_FAILED
0xE6FB	0x3F40E6FB	ESP_ERR_MBEDTLS_SSL_SET_HOSTNAME_FAILED
0xE723	0x3F40E723	ESP_ERR_MBEDTLS_SSL_CONFIG_DEFAULTS_FAILED
0xE74E	0x3F40E74E	ESP_ERR_MBEDTLS_SSL_CONF_ALPN_PROTOCOLS_FAILED
0xE77D	0x3F40E77D	ESP_ERR_MBEDTLS_X509_CRT_PARSE_FAILED
0xE7A3	0x3F40E7A3	ESP_ERR_MBEDTLS_SSL_CONF_OWN_CERT_FAILED
0xE7CC	0x3F40E7CC	ESP_ERR_MBEDTLS_SSL_SETUP_FAILED
0xE7ED	0x3F40E7ED	ESP_ERR_MBEDTLS_SSL_WRITE_FAILED
0xE80E	0x3F40E80E	ESP_ERR_MBEDTLS_PK_PARSE_KEY_FAILED
0xE832	0x3F40E832	ESP_ERR_MBEDTLS_SSL_HANDSHAKE_FAILED
0xE857	0x3F40E857	ESP_ERR_MBEDTLS_SSL_CONF_PSK_FAILED
0xE87B	0x3F40E87B	ESP_ERR_MBEDTLS_SSL_TICKET_SETUP_FAILED
0xE8A3	0x3F40E8A3	ESP_ERR_WOLFSSL_SSL_SET_HOSTNAME_FAILED
0xE8CB	0x3F40E8CB	ESP_ERR_WOLFSSL_SSL_CONF_ALPN_PROTOCOLS_FAILED
0xE8FA	0x3F40E8FA	ESP_ERR_WOLFSSL_CERT_VERIFY_SETUP_FAILED
0xE923	0x3F40E923	ESP_ERR_WOLFSSL_KEY_VERIFY_SETUP_FAILED
0xE94B	0x3F40E94B	ESP_ERR_WOLFSSL_SSL_HANDSHAKE_FAILED
0xE970	0x3F40E970	ESP_ERR_WOLFSSL_CTX_SETUP_FAILED
0xE991	0x3F40E991	ESP_ERR_WOLFSSL_SSL_SETUP_FAILED
0xE9B2	0x3F40E9B2	ESP_ERR_WOLFSSL_SSL_WRITE_FAILED
0xE9D3	0x3F40E9D3	ESP_ERR_HTTPS_OTA_BASE
0xE9EA	0x3F40E9EA	ESP_ERR_HTTPS_OTA_IN_PROGRESS
0xEA08	0x3F40EA08	ESP_ERR_PING_BASE
0xEA1A	0x3F40EA1A	ESP_ERR_PING_INVALID_PARAMS
0xEA36	0x3F40EA36	ESP_ERR_PING_NO_MEM
0xEA4A	0x3F40EA4A	ESP_ERR_HTTPD_BASE
0xEA5D	0x3F40EA5D	ESP_ERR_HTTPD_HANDLERS_FULL
0xEA79	0x3F40EA79	ESP_ERR_HTTPD_HANDLER_EXISTS
0xEA96	0x3F40EA96	ESP_ERR_HTTPD_INVALID_REQ
0xEAB0	0x3F40EAB0	ESP_ERR_HTTPD_RESULT_TRUNC
0xEACB	0x3F40EACB	ESP_ERR_HTTPD_RESP_HDR
0xEAE2	0x3F40EAE2	ESP_ERR_HTTPD_RESP_SEND
0xEAFA	0x3F40EAFA	ESP_ERR_HTTPD_ALLOC_MEM
0xEB12	0x3F40EB12	ESP_ERR_HTTPD_TASK
0xEB25	0x3F40EB25	ESP_ERR_HW_CRYPTO_BASE
0xEB3C	0x3F40EB3C	ESP_ERR_HW_CRYPTO_DS_HMAC_FAIL
0xEB5B	0x3F40EB5B	ESP_ERR_HW_CRYPTO_DS_INVALID_KEY
0xEB7C	0x3F40EB7C	ESP_ERR_HW_CRYPTO_DS_INVALID_DIGEST
0xEBA0	0x3F40EBA0	ESP_ERR_HW_CRYPTO_DS_INVALID_PADDING
0xEBC5	0x3F40EBC5	ESP_ERR_MEMPROT_BASE
0xEBDA	0x3F40EBDA	ESP_ERR_MEMPROT_MEMORY_TYPE_INVALID
0xEBFE	0x3F40EBFE	ESP_ERR_MEMPROT_SPLIT_ADDR_INVALID
0xEC21	0x3F40EC21	ESP_ERR_MEMPROT_SPLIT_ADDR_OUT_OF_RANGE
0xEC49	0x3F40EC49	ESP_ERR_MEMPROT_SPLIT_ADDR_UNALIGNED
0xEC6E	0x3F40EC6E	ESP_ERR_MEMPROT_UNIMGMT_BLOCK_INVALID
0xEC94	0x3F40EC94	ESP_ERR_MEMPROT_WORLD_INVALID
0xECB2	0x3F40ECB2	ESP_ERR_MEMPROT_AREA_INVALID
0xF376	0x3F40F376	@?esp_timer
0xF382	0x3F40F382	ETSTimer
0xF38B	0x3F40F38B	esp_timer_create(&create_args, (esp_timer_handle_t*)&(ptimer->timer_arg))
0xF3D5	0x3F40F3D5	timer_initialized(ptimer)
0xF420	0x3F40F420	esp_timer_start_once(ESP_TIMER(ptimer), time_us)
0xF451	0x3F40F451	esp_timer_start_periodic(ESP_TIMER(ptimer), time_us)
0xF486	0x3F40F486	ets_timer_arm
0xF494	0x3F40F494	ets_timer_arm_us
0xF4A5	0x3F40F4A5	ets_timer_setfn
0xF4B5	0x3F40F4B5	apb_ticks_per_us >= 3 && "divider value too low"
0xF519	0x3F40F519	apb_ticks_per_us % TICKS_PER_US == 0 && "APB frequency (in MHz) should be divisible by TICK_PER_US"
0xF57D	0x3F40F57D	esp_timer_impl
0xF5B6	0x3F40F5B6	esp_intr_enable(s_timer_interrupt_handle)
0xF5E0	0x3F40F5E0	esp_timer_impl_init
0xF5F4	0x3F40F5F4	esp_timer_impl_update_apb_freq
0xF613	0x3F40F613	( uint32_t ) p >= frame->a1
0xF69C	0x3F40F69C	result == core_id || result == SPINLOCK_FREE
0xF6CC	0x3F40F6CC	(result == SPINLOCK_FREE) == (lock->count == 0)
0xF6FC	0x3F40F6FC	lock->count < 0xFF
0xF710	0x3F40F710	core_id == lock->owner
0xF728	0x3F40F728	lock->count < 0x100
0xF73C	0x3F40F73C	***ERROR*** A stack overflow in task 
0xF762	0x3F40F762	 has been detected.
0xF776	0x3F40F776	spinlock_release
0xF787	0x3F40F787	spinlock_acquire
0xF798	0x3F40F798	pxPortInitialiseStack
0xF7D4	0x3F40F7D4	esp_task_wdt_init(CONFIG_ESP_TASK_WDT_TIMEOUT_S, true)
0xF80B	0x3F40F80B	esp_task_wdt_add(idle_0)
0xF829	0x3F40F829	res == pdTRUE
0xF863	0x3F40F863	pxTCBBufferTemp != NULL
0xF87B	0x3F40F87B	pxStackBufferTemp != NULL
0xF895	0x3F40F895	vApplicationGetIdleTaskMemory
0xF8B3	0x3F40F8B3	main_task
0xF8BD	0x3F40F8BD	esp_startup_start_app_common
0xF8DA	0x3F40F8DA	pxEventGroupBuffer
0xF915	0x3F40F915	xSize == sizeof( EventGroup_t )
0xF935	0x3F40F935	xEventGroup
0xF941	0x3F40F941	( uxBitsToWaitFor & 0xff000000UL ) == 0
0xF969	0x3F40F969	uxBitsToWaitFor != 0
0xF97E	0x3F40F97E	!( ( xTaskGetSchedulerState() == ( ( BaseType_t ) 0 ) ) && ( xTicksToWait != 0 ) )
0xF9D1	0x3F40F9D1	( uxBitsToClear & 0xff000000UL ) == 0
0xF9F7	0x3F40F9F7	( uxBitsToSet & 0xff000000UL ) == 0
0xFA1B	0x3F40FA1B	pxTasksWaitingForBits->xListEnd.pxNext != ( const ListItem_t * ) &( pxTasksWaitingForBits->xListEnd )
0xFA81	0x3F40FA81	vEventGroupDelete
0xFA93	0x3F40FA93	xEventGroupSetBits
0xFAA6	0x3F40FAA6	xEventGroupClearBits
0xFABB	0x3F40FABB	xEventGroupWaitBits
0xFACF	0x3F40FACF	pxQueueSetContainer
0xFB04	0x3F40FB04	pxQueueSetContainer->uxMessagesWaiting < pxQueueSetContainer->uxLength
0xFB4B	0x3F40FB4B	pxQueue
0xFB53	0x3F40FB53	uxQueueLength > ( UBaseType_t ) 0
0xFB75	0x3F40FB75	pxStaticQueue != ((void *)0)
0xFB92	0x3F40FB92	!( ( pucQueueStorage != ((void *)0) ) && ( uxItemSize == 0 ) )
0xFBD1	0x3F40FBD1	!( ( pucQueueStorage == ((void *)0) ) && ( uxItemSize != 0 ) )
0xFC10	0x3F40FC10	xSize == sizeof( Queue_t )
0xFC2B	0x3F40FC2B	( uxItemSize == 0 ) || ( uxQueueLength == ( xQueueSizeInBytes / uxItemSize ) )
0xFC7A	0x3F40FC7A	( sizeof( Queue_t ) + xQueueSizeInBytes ) > xQueueSizeInBytes
0xFCB8	0x3F40FCB8	uxMaxCount != 0
0xFCC8	0x3F40FCC8	uxInitialCount <= uxMaxCount
0xFCE5	0x3F40FCE5	!( ( pvItemToQueue == ((void *)0) ) && ( pxQueue->uxItemSize != ( UBaseType_t ) 0U ) )
0xFD3C	0x3F40FD3C	!( ( xCopyPosition == ( ( BaseType_t ) 2 ) ) && ( pxQueue->uxLength != 1 ) )
0xFD89	0x3F40FD89	pxQueue->pcHead != ((void *)0) || pxQueue->u.xSemaphore.xMutexHolder == ((void *)0) || pxQueue->u.xSemaphore.xMutexHolder == xTaskGetCurrentTaskHandle()
0xFE22	0x3F40FE22	pxMutex
0xFE2A	0x3F40FE2A	pxQueue->uxItemSize == 0
0xFE43	0x3F40FE43	!( ( pxQueue->pcHead == ((void *)0) ) && ( pxQueue->u.xSemaphore.xMutexHolder != ((void *)0) ) )
0xFEA4	0x3F40FEA4	( pxQueue )
0xFEB0	0x3F40FEB0	!( ( ( pvBuffer ) == ((void *)0) ) && ( ( pxQueue )->uxItemSize != ( UBaseType_t ) 0U ) )
0xFF0A	0x3F40FF0A	!( ( pvBuffer == ((void *)0) ) && ( pxQueue->uxItemSize != ( UBaseType_t ) 0U ) )
0xFF5C	0x3F40FF5C	vQueueDelete
0xFF69	0x3F40FF69	uxQueueMessagesWaiting
0xFF80	0x3F40FF80	xQueueReceiveFromISR
0xFF95	0x3F40FF95	xQueueSemaphoreTake
0xFFA9	0x3F40FFA9	xQueueReceive
0xFFB7	0x3F40FFB7	xQueueGiveFromISR
0xFFC9	0x3F40FFC9	xQueueGenericSendFromISR
0xFFE2	0x3F40FFE2	prvNotifyQueueSetContainer
0xFFFD	0x3F40FFFD	xQueueGenericSend
0x1000F	0x3F41000F	xQueueCreateCountingSemaphore
0x1002D	0x3F41002D	xQueueCreateCountingSemaphoreStatic
0x10051	0x3F410051	xQueueTakeMutexRecursive
0x1006A	0x3F41006A	xQueueGiveMutexRecursive
0x10083	0x3F410083	xQueueGenericCreate
0x10097	0x3F410097	xQueueGenericCreateStatic
0x100B1	0x3F4100B1	xQueueGenericReset
0x100C4	0x3F4100C4	pxTCB
0x100EB	0x3F4100EB	pxTCB->ucStaticallyAllocated == ( ( uint8_t ) 2 )
0x1011D	0x3F41011D	xPortCheckValidTCBMem(pxTaskBuffer)
0x10141	0x3F410141	xPortcheckValidStackMem(pxStackBuffer)
0x10168	0x3F410168	(xCoreID>=0 && xCoreID<2) || (xCoreID==( 0x7FFFFFFF ))
0x1019F	0x3F41019F	xSize == sizeof( TCB_t )
0x101B8	0x3F4101B8	cpuid < 2
0x101C2	0x3F4101C2	( xIdleTaskHandle[cpuid] != ((void *)0) )
0x101EC	0x3F4101EC	( ( ( ( pxDelayedTaskList )->uxNumberOfItems == ( UBaseType_t ) 0 ) ? ( ( BaseType_t ) 1 ) : ( ( BaseType_t ) 0 ) ) )
0x10262	0x3F410262	xTaskScheduled == pdTRUE
0x1027B	0x3F41027B	pxEventList
0x10287	0x3F410287	pxUnblockedTCB
0x10296	0x3F410296	pxTimeOut
0x102A0	0x3F4102A0	pxTicksToWait
0x102AE	0x3F4102AE	( uxNewPriority < ( 25 ) )
0x102C9	0x3F4102C9	suspended == 0
0x102D8	0x3F4102D8	xTaskGetSchedulerState() != ( ( BaseType_t ) 0 )
0x10309	0x3F410309	xTaskGetSchedulerState() != ( ( BaseType_t ) 2 )
0x1033A	0x3F41033A	xNextTaskUnblockTime >= xTickCount
0x1035D	0x3F41035D	pxTCB == pxCurrentTCB[xPortGetCoreID()]
0x10385	0x3F410385	pxTCB->uxMutexesHeld
