file_off	va	region	length	string
0x3998	0x3F403998	DROM	48	pxHeader->xItemLen <= pxRingbuffer->xMaxItemSize
0x39C9	0x3F4039C9	DROM	70	pcReturn >= pxRingbuffer->pucHead && pcReturn <= pxRingbuffer->pucTail
0x3A10	0x3F403A10	DROM	69	pcReturn >= pxRingbuffer->pucHead && pcReturn < pxRingbuffer->pucTail
0x3A56	0x3F403A56	DROM	66	( ( ( UBaseType_t ) ( pxRingbuffer->pucAcquire ) & (0x03) ) == 0 )
0x3A99	0x3F403A99	DROM	101	pxRingbuffer->pucAcquire >= pxRingbuffer->pucHead && pxRingbuffer->pucAcquire < pxRingbuffer->pucTail
0x3AFF	0x3F403AFF	DROM	31	xRemLen >= sizeof(ItemHeader_t)
0x3B1F	0x3F403B1F	DROM	55	(pxCurHeader->uxItemFlags & ( ( UBaseType_t ) 8 )) == 0
0x3B57	0x3F403B57	DROM	69	pxRingbuffer->pucWrite <= pxRingbuffer->pucHead + pxRingbuffer->xSize
0x3B9D	0x3F403B9D	DROM	19	*pvItem2 < *pvItem1
0x3BB1	0x3F403BB1	DROM	32	xIsSplit == ( ( BaseType_t ) 0 )
0x3BD2	0x3F403BD2	DROM	43	(uint8_t *)pucItem >= pxRingbuffer->pucHead
0x3BFE	0x3F403BFE	DROM	42	(uint8_t *)pucItem < pxRingbuffer->pucTail
0x3C29	0x3F403C29	DROM	30	xReturn <= pxRingbuffer->xSize
0x3C48	0x3F403C48	DROM	15	xBufferSize > 0
0x3C58	0x3F403C58	DROM	30	xBufferType < RINGBUF_TYPE_MAX
0x3C77	0x3F403C77	DROM	12	pxRingbuffer
0x3C84	0x3F403C84	DROM	40	ppvItem != ((void *)0) || xItemSize == 0
0x3CAD	0x3F403CAD	DROM	88	(pxRingbuffer->uxRingbufferFlags & (( ( UBaseType_t ) 2 ) | ( ( UBaseType_t ) 1 ))) == 0
0x3D06	0x3F403D06	DROM	21	pvItem != ((void *)0)
0x3D1C	0x3F403D1C	DROM	55	pxRingbuffer->uxRingbufferFlags & ( ( UBaseType_t ) 2 )
0x3D54	0x3F403D54	DROM	25	xRingbufferGetMaxItemSize
0x3D6E	0x3F403D6E	DROM	17	vRingbufferDelete
0x3D80	0x3F403D80	DROM	28	vRingbufferReturnItemFromISR
0x3D9D	0x3F403D9D	DROM	21	vRingbufferReturnItem
0x3DB3	0x3F403DB3	DROM	29	xRingbufferReceiveUpToFromISR
0x3DD1	0x3F403DD1	DROM	24	prvReceiveGenericFromISR
0x3DEA	0x3F403DEA	DROM	25	xRingbufferReceiveFromISR
0x3E04	0x3F403E04	DROM	17	prvReceiveGeneric
0x3E16	0x3F403E16	DROM	18	xRingbufferReceive
0x3E29	0x3F403E29	DROM	22	xRingbufferSendFromISR
0x3E40	0x3F403E40	DROM	15	xRingbufferSend
0x3E50	0x3F403E50	DROM	14	prvGetFreeSize
0x3E5F	0x3F403E5F	DROM	23	prvCheckItemFitsDefault
0x3E77	0x3F403E77	DROM	22	prvSendItemDoneNoSplit
0x3E8E	0x3F403E8E	DROM	21	prvAcquireItemNoSplit
0x3EA4	0x3F403EA4	DROM	17	prvGetItemDefault
0x3EB6	0x3F403EB6	DROM	20	prvReturnItemDefault
0x3ECB	0x3F403ECB	DROM	21	prvCopyItemAllowSplit
0x3EE1	0x3F403EE1	DROM	26	prvCheckItemFitsByteBuffer
0x3EFC	0x3F403EFC	DROM	18	prvCopyItemByteBuf
0x3F0F	0x3F403F0F	DROM	17	prvGetItemByteBuf
0x3F21	0x3F403F21	DROM	20	prvReturnItemByteBuf
0x3F36	0x3F403F36	DROM	17	xRingbufferCreate
0x3F48	0x3F403F48	DROM	4	gpio
0x3F4D	0x3F403F4D	DROM	21	E (%u) %s: %s(%d): %s
0x3F64	0x3F403F64	DROM	17	GPIO number error
0x3F76	0x3F403F76	DROM	191	"(Cannot use REG_WRITE for DPORT registers use DPORT_REG_WRITE)" && (!(((((0x3ff44000 + 0x0530) + (gpio_num * 4))) >= 0x3ff00000) && (((0x3ff44000 + 0x0530) + (gpio_num * 4))) <= 0x3ff13FFC))
0x4036	0x3F404036	DROM	47	/IDF/components/hal/esp32/include/hal/gpio_ll.h
0x4066	0x3F404066	DROM	183	"(Cannot use SET_PERI_REG_MASK for DPORT registers use DPORT_SET_PERI_REG_MASK)" && (!((((GPIO_PIN_MUX_REG[gpio_num])) >= 0x3ff00000) && ((GPIO_PIN_MUX_REG[gpio_num])) <= 0x3ff13FFC))
0x411E	0x3F40411E	DROM	26	GPIO output gpio_num error
0x4139	0x3F404139	DROM	171	"(Cannot use REG_SET_BIT for DPORT registers use DPORT_REG_SET_BIT)" && (!((((GPIO_PIN_MUX_REG[gpio_num])) >= 0x3ff00000) && ((GPIO_PIN_MUX_REG[gpio_num])) <= 0x3ff13FFC))
0x41E5	0x3F4041E5	DROM	25	GPIO interrupt type error
0x41FF	0x3F4041FF	DROM	20	GPIO pull mode error
0x4214	0x3F404214	DROM	38	E (%u) %s: io_num=%d can only be input
0x423C	0x3F40423C	DROM	31	E (%u) %s: GPIO_PIN mask error 
0x425D	0x3F40425D	DROM	46	E (%u) %s: GPIO can only be used as input mode
0x428D	0x3F40428D	DROM	24	io_reg != (intptr_t)NULL
0x42A6	0x3F4042A6	DROM	29	/IDF/components/driver/gpio.c
0x42C4	0x3F4042C4	DROM	175	"(Cannot use SET_PERI_REG_MASK for DPORT registers use DPORT_SET_PERI_REG_MASK)" && (!((((GPIO_PIN_MUX_REG[gpio])) >= 0x3ff00000) && ((GPIO_PIN_MUX_REG[gpio])) <= 0x3ff13FFC))
0x4374	0x3F404374	DROM	16	gpio_ll_iomux_in
0x4385	0x3F404385	DROM	22	gpio_ll_iomux_func_sel
0x439C	0x3F40439C	DROM	11	gpio_config
0x43A8	0x3F4043A8	DROM	15	gpio_od_disable
0x43B8	0x3F4043B8	DROM	14	gpio_od_enable
0x43C7	0x3F4043C7	DROM	22	gpio_ll_output_disable
0x43DE	0x3F4043DE	DROM	19	gpio_output_disable
0x43F2	0x3F4043F2	DROM	18	gpio_output_enable
0x4405	0x3F404405	DROM	18	gpio_input_disable
0x4418	0x3F404418	DROM	20	gpio_ll_input_enable
0x442D	0x3F40442D	DROM	17	gpio_input_enable
0x443F	0x3F40443F	DROM	18	gpio_set_direction
