file_off	va	region	length	string
0xF3D5	0x3F40F3D5	DROM	25	timer_initialized(ptimer)
0xF3EF	0x3F40F3EF	DROM	48	/IDF/components/esp_timer/src/ets_timer_legacy.c
0xF420	0x3F40F420	DROM	48	esp_timer_start_once(ESP_TIMER(ptimer), time_us)
0xF451	0x3F40F451	DROM	52	esp_timer_start_periodic(ESP_TIMER(ptimer), time_us)
0xF486	0x3F40F486	DROM	13	ets_timer_arm
0xF494	0x3F40F494	DROM	16	ets_timer_arm_us
0xF4A5	0x3F40F4A5	DROM	15	ets_timer_setfn
0xF4B5	0x3F40F4B5	DROM	48	apb_ticks_per_us >= 3 && "divider value too low"
0xF4E6	0x3F40F4E6	DROM	50	/IDF/components/esp_timer/src/esp_timer_impl_lac.c
0xF519	0x3F40F519	DROM	99	apb_ticks_per_us % TICKS_PER_US == 0 && "APB frequency (in MHz) should be divisible by TICK_PER_US"
0xF57D	0x3F40F57D	DROM	14	esp_timer_impl
0xF58C	0x3F40F58C	DROM	40	E (%u) %s: esp_intr_alloc failed (0x%0x)
0xF5B6	0x3F40F5B6	DROM	41	esp_intr_enable(s_timer_interrupt_handle)
0xF5E0	0x3F40F5E0	DROM	19	esp_timer_impl_init
0xF5F4	0x3F40F5F4	DROM	30	esp_timer_impl_update_apb_freq
0xF613	0x3F40F613	DROM	27	( uint32_t ) p >= frame->a1
0xF62F	0x3F40F62F	DROM	43	/IDF/components/freertos/port/xtensa/port.c
0xF65C	0x3F40F65C	DROM	4	lock
0xF664	0x3F40F664	DROM	53	/IDF/components/esp_hw_support/include/soc/spinlock.h
0xF69C	0x3F40F69C	DROM	44	result == core_id || result == SPINLOCK_FREE
0xF6CC	0x3F40F6CC	DROM	47	(result == SPINLOCK_FREE) == (lock->count == 0)
0xF6FC	0x3F40F6FC	DROM	18	lock->count < 0xFF
0xF710	0x3F40F710	DROM	22	core_id == lock->owner
0xF728	0x3F40F728	DROM	19	lock->count < 0x100
0xF73C	0x3F40F73C	DROM	37	***ERROR*** A stack overflow in task 
0xF762	0x3F40F762	DROM	19	 has been detected.
0xF776	0x3F40F776	DROM	16	spinlock_release
0xF787	0x3F40F787	DROM	16	spinlock_acquire
0xF798	0x3F40F798	DROM	21	pxPortInitialiseStack
0xF7D4	0x3F40F7D4	DROM	54	esp_task_wdt_init(CONFIG_ESP_TASK_WDT_TIMEOUT_S, true)
0xF80B	0x3F40F80B	DROM	24	esp_task_wdt_add(idle_0)
0xF824	0x3F40F824	DROM	4	main
0xF829	0x3F40F829	DROM	13	res == pdTRUE
0xF837	0x3F40F837	DROM	43	/IDF/components/freertos/port/port_common.c
0xF863	0x3F40F863	DROM	23	pxTCBBufferTemp != NULL
0xF87B	0x3F40F87B	DROM	25	pxStackBufferTemp != NULL
0xF895	0x3F40F895	DROM	29	vApplicationGetIdleTaskMemory
0xF8B3	0x3F40F8B3	DROM	9	main_task
0xF8BD	0x3F40F8BD	DROM	28	esp_startup_start_app_common
0xF8DA	0x3F40F8DA	DROM	18	pxEventGroupBuffer
0xF8ED	0x3F40F8ED	DROM	39	/IDF/components/freertos/event_groups.c
0xF915	0x3F40F915	DROM	31	xSize == sizeof( EventGroup_t )
0xF935	0x3F40F935	DROM	11	xEventGroup
0xF941	0x3F40F941	DROM	39	( uxBitsToWaitFor & 0xff000000UL ) == 0
0xF969	0x3F40F969	DROM	20	uxBitsToWaitFor != 0
0xF97E	0x3F40F97E	DROM	82	!( ( xTaskGetSchedulerState() == ( ( BaseType_t ) 0 ) ) && ( xTicksToWait != 0 ) )
0xF9D1	0x3F40F9D1	DROM	37	( uxBitsToClear & 0xff000000UL ) == 0
0xF9F7	0x3F40F9F7	DROM	35	( uxBitsToSet & 0xff000000UL ) == 0
0xFA1B	0x3F40FA1B	DROM	101	pxTasksWaitingForBits->xListEnd.pxNext != ( const ListItem_t * ) &( pxTasksWaitingForBits->xListEnd )
0xFA81	0x3F40FA81	DROM	17	vEventGroupDelete
0xFA93	0x3F40FA93	DROM	18	xEventGroupSetBits
0xFAA6	0x3F40FAA6	DROM	20	xEventGroupClearBits
0xFABB	0x3F40FABB	DROM	19	xEventGroupWaitBits
0xFACF	0x3F40FACF	DROM	19	pxQueueSetContainer
0xFAE3	0x3F40FAE3	DROM	32	/IDF/components/freertos/queue.c
0xFB04	0x3F40FB04	DROM	70	pxQueueSetContainer->uxMessagesWaiting < pxQueueSetContainer->uxLength
0xFB4B	0x3F40FB4B	DROM	7	pxQueue
0xFB53	0x3F40FB53	DROM	33	uxQueueLength > ( UBaseType_t ) 0
0xFB75	0x3F40FB75	DROM	28	pxStaticQueue != ((void *)0)
0xFB92	0x3F40FB92	DROM	62	!( ( pucQueueStorage != ((void *)0) ) && ( uxItemSize == 0 ) )
0xFBD1	0x3F40FBD1	DROM	62	!( ( pucQueueStorage == ((void *)0) ) && ( uxItemSize != 0 ) )
0xFC10	0x3F40FC10	DROM	26	xSize == sizeof( Queue_t )
0xFC2B	0x3F40FC2B	DROM	78	( uxItemSize == 0 ) || ( uxQueueLength == ( xQueueSizeInBytes / uxItemSize ) )
0xFC7A	0x3F40FC7A	DROM	61	( sizeof( Queue_t ) + xQueueSizeInBytes ) > xQueueSizeInBytes
0xFCB8	0x3F40FCB8	DROM	15	uxMaxCount != 0
0xFCC8	0x3F40FCC8	DROM	28	uxInitialCount <= uxMaxCount
0xFCE5	0x3F40FCE5	DROM	86	!( ( pvItemToQueue == ((void *)0) ) && ( pxQueue->uxItemSize != ( UBaseType_t ) 0U ) )
0xFD3C	0x3F40FD3C	DROM	76	!( ( xCopyPosition == ( ( BaseType_t ) 2 ) ) && ( pxQueue->uxLength != 1 ) )
0xFD89	0x3F40FD89	DROM	152	pxQueue->pcHead != ((void *)0) || pxQueue->u.xSemaphore.xMutexHolder == ((void *)0) || pxQueue->u.xSemaphore.xMutexHolder == xTaskGetCurrentTaskHandle()
0xFE22	0x3F40FE22	DROM	7	pxMutex
0xFE2A	0x3F40FE2A	DROM	24	pxQueue->uxItemSize == 0
0xFE43	0x3F40FE43	DROM	96	!( ( pxQueue->pcHead == ((void *)0) ) && ( pxQueue->u.xSemaphore.xMutexHolder != ((void *)0) ) )
0xFEA4	0x3F40FEA4	DROM	11	( pxQueue )
0xFEB0	0x3F40FEB0	DROM	89	!( ( ( pvBuffer ) == ((void *)0) ) && ( ( pxQueue )->uxItemSize != ( UBaseType_t ) 0U ) )
0xFF0A	0x3F40FF0A	DROM	81	!( ( pvBuffer == ((void *)0) ) && ( pxQueue->uxItemSize != ( UBaseType_t ) 0U ) )
0xFF5C	0x3F40FF5C	DROM	12	vQueueDelete
0xFF69	0x3F40FF69	DROM	22	uxQueueMessagesWaiting
0xFF80	0x3F40FF80	DROM	20	xQueueReceiveFromISR
0xFF95	0x3F40FF95	DROM	19	xQueueSemaphoreTake
0xFFA9	0x3F40FFA9	DROM	13	xQueueReceive
0xFFB7	0x3F40FFB7	DROM	17	xQueueGiveFromISR
0xFFC9	0x3F40FFC9	DROM	24	xQueueGenericSendFromISR
0xFFE2	0x3F40FFE2	DROM	26	prvNotifyQueueSetContainer
0xFFFD	0x3F40FFFD	DROM	17	xQueueGenericSend
0x1000F	0x3F41000F	DROM	29	xQueueCreateCountingSemaphore
0x1002D	0x3F41002D	DROM	35	xQueueCreateCountingSemaphoreStatic
0x10051	0x3F410051	DROM	24	xQueueTakeMutexRecursive
0x1006A	0x3F41006A	DROM	24	xQueueGiveMutexRecursive
0x10083	0x3F410083	DROM	19	xQueueGenericCreate
0x10097	0x3F410097	DROM	25	xQueueGenericCreateStatic
0x100B1	0x3F4100B1	DROM	18	xQueueGenericReset
0x100C4	0x3F4100C4	DROM	5	pxTCB
0x100CA	0x3F4100CA	DROM	32	/IDF/components/freertos/tasks.c
0x100EB	0x3F4100EB	DROM	49	pxTCB->ucStaticallyAllocated == ( ( uint8_t ) 2 )
0x1011D	0x3F41011D	DROM	35	xPortCheckValidTCBMem(pxTaskBuffer)
0x10141	0x3F410141	DROM	38	xPortcheckValidStackMem(pxStackBuffer)
0x10168	0x3F410168	DROM	54	(xCoreID>=0 && xCoreID<2) || (xCoreID==( 0x7FFFFFFF ))
0x1019F	0x3F41019F	DROM	24	xSize == sizeof( TCB_t )
0x101B8	0x3F4101B8	DROM	9	cpuid < 2
0x101C2	0x3F4101C2	DROM	41	( xIdleTaskHandle[cpuid] != ((void *)0) )
0x101EC	0x3F4101EC	DROM	117	( ( ( ( pxDelayedTaskList )->uxNumberOfItems == ( UBaseType_t ) 0 ) ? ( ( BaseType_t ) 1 ) : ( ( BaseType_t ) 0 ) ) )
0x10262	0x3F410262	DROM	24	xTaskScheduled == pdTRUE
0x1027B	0x3F41027B	DROM	11	pxEventList
0x10287	0x3F410287	DROM	14	pxUnblockedTCB
0x10296	0x3F410296	DROM	9	pxTimeOut
0x102A0	0x3F4102A0	DROM	13	pxTicksToWait
0x102AE	0x3F4102AE	DROM	26	( uxNewPriority < ( 25 ) )
0x102C9	0x3F4102C9	DROM	14	suspended == 0
0x102D8	0x3F4102D8	DROM	48	xTaskGetSchedulerState() != ( ( BaseType_t ) 0 )
0x10309	0x3F410309	DROM	48	xTaskGetSchedulerState() != ( ( BaseType_t ) 2 )
0x1033A	0x3F41033A	DROM	34	xNextTaskUnblockTime >= xTickCount
0x1035D	0x3F41035D	DROM	39	pxTCB == pxCurrentTCB[xPortGetCoreID()]
0x10385	0x3F410385	DROM	20	pxTCB->uxMutexesHeld
0x1039A	0x3F41039A	DROM	39	pxTCB != pxCurrentTCB[xPortGetCoreID()]
0x103C2	0x3F4103C2	DROM	17	uxIndexToWait < 1
0x103D4	0x3F4103D4	DROM	19	uxIndexToNotify < 1
0x103E8	0x3F4103E8	DROM	13	xTaskToNotify
0x103F6	0x3F4103F6	DROM	49	pxTCB->ulNotifiedValue[ uxIndexToNotify ] == ~0UL
0x10428	0x3F410428	DROM	62	( ( &( pxTCB->xEventListItem ) )->pvContainer ) == ((void *)0)
0x10467	0x3F410467	DROM	83	/IDF/components/freertos/esp_additions/private_include/freertos_tasks_c_additions.h
0x104BB	0x3F4104BB	DROM	4	IDLE
0x104C0	0x3F4104C0	DROM	17	xReturn != ( -1 )
0x104D2	0x3F4104D2	DROM	20	prvTaskPriorityRaise
0x104E7	0x3F4104E7	DROM	29	vTaskGenericNotifyGiveFromISR
0x10505	0x3F410505	DROM	23	ulTaskGenericNotifyTake
0x1051D	0x3F41051D	DROM	35	vTaskPriorityDisinheritAfterTimeout
0x10541	0x3F410541	DROM	23	xTaskPriorityDisinherit
0x10559	0x3F410559	DROM	20	xTaskCheckForTimeOut
0x1056E	0x3F41056E	DROM	33	vTaskRemoveFromUnorderedEventList
0x10590	0x3F410590	DROM	24	xTaskRemoveFromEventList
0x105A9	0x3F4105A9	DROM	30	vTaskPlaceOnUnorderedEventList
0x105C8	0x3F4105C8	DROM	21	vTaskPlaceOnEventList
0x105DE	0x3F4105DE	DROM	32	taskSelectHighestPriorityTaskSMP
0x10613	0x3F410613	DROM	18	xTaskIncrementTick
0x10626	0x3F410626	DROM	28	xTaskGetIdleTaskHandleForCPU
0x10643	0x3F410643	DROM	13	pcTaskGetName
0x10651	0x3F410651	DROM	14	xTaskResumeAll
0x10660	0x3F410660	DROM	19	vTaskStartScheduler
0x10674	0x3F410674	DROM	12	vTaskSuspend
0x10681	0x3F410681	DROM	16	vTaskPrioritySet
0x10692	0x3F410692	DROM	10	vTaskDelay
0x1069D	0x3F41069D	DROM	12	prvDeleteTCB
0x106AA	0x3F4106AA	DROM	12	prvDeleteTLS
0x106B7	0x3F4106B7	DROM	11	vTaskDelete
0x106C3	0x3F4106C3	DROM	29	xTaskCreateStaticPinnedToCore
0x106E1	0x3F4106E1	DROM	16	h != ((void *)0)
0x106F2	0x3F4106F2	DROM	30	/IDF/components/newlib/locks.c
0x10711	0x3F410711	DROM	41	lock != NULL && "Uninitialized lock used"
0x1073B	0x3F41073B	DROM	44	xQueueGetMutexHolder( ( h ) ) == ((void *)0)
0x10768	0x3F410768	DROM	45	handle == (SemaphoreHandle_t) &s_common_mutex
0x10796	0x3F410796	DROM	55	handle == (SemaphoreHandle_t) &s_common_recursive_mutex
0x107CE	0x3F4107CE	DROM	21	esp_newlib_locks_init
0x107E4	0x3F4107E4	DROM	18	check_lock_nonzero
0x107F7	0x3F4107F7	DROM	20	lock_release_generic
0x1080C	0x3F41080C	DROM	20	lock_acquire_generic
0x10821	0x3F410821	DROM	11	_lock_close
0x1082D	0x3F41082D	DROM	44	try_heap_caps_add_region(mem_start, mem_end)
0x1085A	0x3F41085A	DROM	39	IDF/components/bt/controller/esp32/bt.c
0x10882	0x3F410882	DROM	29	esp_bt_controller_mem_release
0x108A0	0x3F4108A0	DROM	39	xSemaphoreGive(prov_ctx_lock) == pdTRUE
0x108C8	0x3F4108C8	DROM	47	/IDF/components/wifi_provisioning/src/manager.c
0x108F8	0x3F4108F8	DROM	13	wifi_prov_mgr
0x10906	0x3F410906	DROM	56	E (%u) %s: Failed to post event %d to default event loop
0x10940	0x3F410940	DROM	54	xSemaphoreTake(prov_ctx_lock, portMAX_DELAY) == pdTRUE
0x10977	0x3F410977	DROM	47	E (%u) %s: Provisioning manager not initialized
0x109A8	0x3F4109A8	DROM	45	E (%u) %s: Failed to get count of scanned APs
0x109D7	0x3F4109D7	DROM	48	E (%u) %s: Failed to allocate memory for AP list
0x10A09	0x3F410A09	DROM	43	E (%u) %s: Failed to get scanned AP records
0x10A36	0x3F410A36	DROM	31	E (%u) %s: Failed to start scan
0x10A57	0x3F410A57	DROM	27	E (%u) %s: STA Disconnected
0x10A74	0x3F410A74	DROM	33	E (%u) %s: Disconnect reason : %d
0x10A97	0x3F410A97	DROM	25	E (%u) %s: STA Auth Error
0x10AB2	0x3F410AB2	DROM	27	E (%u) %s: STA AP Not found
0x10ACF	0x3F410ACF	DROM	45	E (%u) %s: Failed to post event WIFI_PROV_END
0x10AFE	0x3F410AFE	DROM	14	prov_stop_task
0x10B0D	0x3F410B0D	DROM	43	E (%u) %s: Failed to create prov_stop_task!
0x10B3A	0x3F410B3A	DROM	48	E (%u) %s: Failed to post event WIFI_PROV_DEINIT
0x10B6C	0x3F410B6C	DROM	14	prov_stop_task
0x10B7B	0x3F410B7B	DROM	36	wifi_prov_mgr_event_handler_internal
0x10BA0	0x3F410BA0	DROM	26	wifi_prov_mgr_stop_service
0x10BBB	0x3F410BBB	DROM	20	wifi_prov_mgr_deinit
0x10BD0	0x3F410BD0	DROM	16	execute_event_cb
0x10BE1	0x3F410BE1	DROM	15	WIFI_PROV_EVENT
0x10BF1	0x3F410BF1	DROM	11	arch_main.c
0x10BFD	0x3F410BFD	DROM	21	BTDM ROM VERSION %04x
0x10C14	0x3F410C14	DROM	38	BD_ADDR: %02X:%02X:%02X:%02X:%02X:%02X
0x10C3C	0x3F410C3C	DROM	29	BTDM CONTROLLER VERSION: %06x
0x10C5B	0x3F410C5B	DROM	8	20:15:14
0x10C64	0x3F410C64	DROM	11	Apr 11 2023
0x10C70	0x3F410C70	DROM	27	BTDM CONTROLLER DATE: %s %s
0x10C8D	0x3F410C8D	DROM	17	BTDM CPUID 0x%08X
0x10CA0	0x3F410CA0	DROM	17	Enable Classic BT
0x10CB3	0x3F410CB3	DROM	17	Enable Low Energy
0x10CC6	0x3F410CC6	DROM	25	Coex register bt cb faild
0x10CE1	0x3F410CE1	DROM	32	Coex register schm btdm cb faild
0x10D03	0x3F410D03	DROM	48	Coex register Wi-Fi channel change btdm cb faild
0x10D35	0x3F410D35	DROM	18	Disable Classic BT
0x10D49	0x3F410D49	DROM	18	Disable Low Energy
0x10D5D	0x3F410D5D	DROM	45	Heap MSG [%p], Heap ENV [%p], Heap NORET [%p]
0x10D8B	0x3F410D8B	DROM	73	                             Uart ENV [%p], VHCI ENV [%p], PLF FUNCS [%p]
0x10DD6	0x3F410DD6	DROM	12	btController
0x10DE3	0x3F410DE3	DROM	7	97e0759
0x10DEB	0x3F410DEB	DROM	23	SCHM PROC %02x %02x, %p
0x10E04	0x3F410E04	DROM	11	coex_schm.c
0x10E5F	0x3F410E5F	DROM	5	@ea.c
0x10E6F	0x3F410E6F	DROM	4	250B
0x10E74	0x3F410E74	DROM	5	BBL6B
0x10E81	0x3F410E81	DROM	4	BHLH
0x10EEA	0x3F410EEA	DROM	10	A?hci_tl.c
0x10EF5	0x3F410EF5	DROM	7	huart.c
0x10EFD	0x3F410EFD	DROM	18	uart_env_p != NULL
0x10F10	0x3F410F10	DROM	14	bufptr != NULL
0x10F1F	0x3F410F1F	DROM	16	callback != NULL
0x10F30	0x3F410F30	DROM	9	size != 0
0x10F3A	0x3F410F3A	DROM	9	ke_task.c
0x10F44	0x3F410F44	DROM	11	lc_lmppdu.c
0x10F50	0x3F410F50	DROM	10	elt->param
0x10F5B	0x3F410F5B	DROM	4	kltb
0x10F60	0x3F410F60	DROM	64	Not support sniff attempt(%x) large than 0xFF, request with 0xFF
0x10FA2	0x3F410FA2	DROM	45	Not support sniff attempt(%x) large than 0xFF
0x10FD1	0x3F410FD1	DROM	58	Sync Link Number[%d], Mask other Sync Links, Param[0x%08x]
0x1100D	0x3F41100D	DROM	10	lc_sniff.c
0x11018	0x3F411018	DROM	9	lc_task.c
0x11022	0x3F411022	DROM	60	Not support sniff attempt large than 0xFF, change %x to 0xFF
0x112F7	0x3F4112F7	DROM	9	@ld_acl.c
0x11301	0x3F411301	DROM	41	sco_par->data_path == AUDIO_DATA_PATH_HCI
0x1132B	0x3F41132B	DROM	22	acl_par->data_len == 0
0x11342	0x3F411342	DROM	19	acl_buf_elt != NULL
0x11356	0x3F411356	DROM	29	acl_par->next_buf_elt == NULL
0x11374	0x3F411374	DROM	56	(((uint16_t)txtype << 3) & ~((uint16_t)0x00000078)) == 0
0x113AD	0x3F4113AD	DROM	58	(((uint16_t)txlength << 3) & ~((uint16_t)0x00001FF8)) == 0
0x113E8	0x3F4113E8	DROM	41	(localVal & ~((uint16_t)0x000007FF)) == 0
0x11412	0x3F411412	DROM	41	(localVal & ~((uint16_t)0x000003FF)) == 0
0x1143C	0x3F41143C	DROM	65	(((uint16_t)aclincpriostep << 13) & ~((uint16_t)0x0000E000)) == 0
0x1147E	0x3F41147E	DROM	60	(((uint16_t)aclminprio << 8) & ~((uint16_t)0x00001F00)) == 0
0x114BB	0x3F4114BB	DROM	63	(((uint16_t)accurrentprio << 0) & ~((uint16_t)0x0000001F)) == 0
0x114FB	0x3F4114FB	DROM	66	(((uint16_t)escoincpriostep << 13) & ~((uint16_t)0x0000E000)) == 0
0x1153E	0x3F41153E	DROM	61	(((uint16_t)escominprio << 8) & ~((uint16_t)0x00001F00)) == 0
0x1157C	0x3F41157C	DROM	65	(((uint16_t)escocurrentprio << 0) & ~((uint16_t)0x0000001F)) == 0
0x115BE	0x3F4115BE	DROM	56	(((uint16_t)bitoff << 0) & ~((uint16_t)0x000003FF)) == 0
0x115F7	0x3F4115F7	DROM	57	(((uint16_t)rxwinsz << 0) & ~((uint16_t)0x00000FFF)) == 0
0x11631	0x3F411631	DROM	7	ld_fm.c
0x11639	0x3F411639	DROM	27	link_id < MAX_NB_ACTIVE_ACL
0x11655	0x3F411655	DROM	107	co_list_is_empty(&ld_fm_env.fifo) || (timestamp != ((struct ld_fm_frm_elt*)ld_fm_env.fifo.last)->timestamp)
0x116C1	0x3F4116C1	DROM	56	(((uint16_t)vxchan << 8) & ~((uint16_t)0x00000300)) == 0
0x116FA	0x3F4116FA	DROM	55	(((uint16_t)csptr << 0) & ~((uint16_t)0x00007FFF)) == 0
0x11732	0x3F411732	DROM	41	(localVal & ~((uint32_t)0x0FFFFFFF)) == 0
0x1175C	0x3F41175C	DROM	20	acl_par->nb_prog > 0
0x11771	0x3F411771	DROM	122	(EM_BT_RXDESC_OFFSET + ld_env.curr_rxdesc_index * REG_EM_BT_RXDESC_SIZE) == bt_et_currentrxdescptr_currentrxdescptr_getf()
0x117EC	0x3F4117EC	DROM	8	ld_inq.c
0x117F5	0x3F4117F5	DROM	68	(((uint32_t)prefetchaborttime << 16) & ~((uint32_t)0x03FF0000)) == 0
0x1183A	0x3F41183A	DROM	62	(((uint32_t)prefetchtime << 0) & ~((uint32_t)0x000001FF)) == 0
0x11879	0x3F411879	DROM	10	ld_sched.c
0x11889	0x3F411889	DROM	7	);llc.c
0x11891	0x3F411891	DROM	20	EE elt %p, ts %u, %d
0x118A7	0x3F4118A7	DROM	9	lld_evt.c
0x118B1	0x3F4118B1	DROM	57	(((uint16_t)rxwinsz << 0) & ~((uint16_t)0x00003FFF)) == 0
0x118EB	0x3F4118EB	DROM	16	CO First, elt %p
0x118FD	0x3F4118FD	DROM	48	CO [%u], type %d, ts %u, ap %u %u, cs %d, met %u
0x1192F	0x3F41192F	DROM	12	new_wait_elt
0x1193C	0x3F41193C	DROM	46	evt->evt.conn.counter == evt->evt.conn.instant
0x1196B	0x3F41196B	DROM	64	set ble priority high. conhdl: 0x%x,evt_counter:%d,tx_pkg_cnt:%d
0x119AD	0x3F4119AD	DROM	5	lld.c
0x119B3	0x3F4119B3	DROM	62	(((uint16_t)prioincstep << 13) & ~((uint16_t)0x0000E000)) == 0
0x119F2	0x3F4119F2	DROM	57	(((uint16_t)minprio << 8) & ~((uint16_t)0x00001F00)) == 0
0x11A2C	0x3F411A2C	DROM	61	(((uint16_t)currentprio << 0) & ~((uint16_t)0x0000001F)) == 0
0x11A6A	0x3F411A6A	DROM	63	(((uint16_t)advbdaddrtype << 0) & ~((uint16_t)0x00000001)) == 0
0x11AAA	0x3F411AAA	DROM	41	scan channel select mode user input error
0x11AD5	0x3F411AD5	DROM	21	scan_par->window != 0
0x11AEB	0x3F411AEB	DROM	9	lld_pdu.c
0x11AF5	0x3F411AF5	DROM	37	%s HCI packet count mismatch (%d, %d)
0x11B1C	0x3F411B1C	DROM	57	(((uint16_t)nextptr << 0) & ~((uint16_t)0x00007FFF)) == 0
0x11B56	0x3F411B56	DROM	20	ram_lld_pdu_tx_flush
0x11B6B	0x3F411B6B	DROM	23	lld_pdu_get_tx_flush_nb
0x11B83	0x3F411B83	DROM	9	llm_hci.c
0x11B8D	0x3F411B8D	DROM	102	( ( ( (en_cmd->enable) << (LLM_RPA_RENEW_TIMER_EN_LSB) ) & ( ~(LLM_RPA_RENEW_TIMER_EN_MASK) ) ) ) == 0
0x11BF4	0x3F411BF4	DROM	29	llm_le_env.advertising_params
0x11C12	0x3F411C12	DROM	5	llm.c
0x11C18	0x3F411C18	DROM	26	llm_le_env.scanning_params
0x11C33	0x3F411C33	DROM	49	co_list_extract(&llm_le_env.adv_list, element, 0)
0x11C65	0x3F411C65	DROM	68	co_list_extract(&le_scan_duplicate_option.mesh_adv_list, element, 0)
0x11CAA	0x3F411CAA	DROM	33	param->pk_payload_type < PAYL_END
0x11CCC	0x3F411CCC	DROM	56	(((uint16_t)txtype << 0) & ~((uint16_t)0x0000000F)) == 0
0x11D05	0x3F411D05	DROM	57	(((uint16_t)txrxadd << 7) & ~((uint16_t)0x00000080)) == 0
0x11D3F	0x3F411D3F	DROM	10	llm_util.c
0x11D4A	0x3F411D4A	DROM	41	ACL Link Number[%d], Mask other ACL Links
0x11D75	0x3F411D75	DROM	17	lm_env.local_name
0x11D87	0x3F411D87	DROM	9	lm_task.c
0x11D91	0x3F411D91	DROM	103	(lm_env.create_con_cmd != NULL) || (lm_env.rem_name_req_cmd != NULL) || (lm_env.trunc_page_cmd != NULL)
0x11DF9	0x3F411DF9	DROM	86	!memcmp(&param->bd_addr.addr[0], &lm_env.create_con_cmd->bd_addr.addr[0], BD_ADDR_LEN)
0x11E50	0x3F411E50	DROM	17	NVDS MAGIC FAILED
0x11ECF	0x3F411ECF	DROM	33	@Set BREDR TX POWER min %d max %d
0x11EF2	0x3F411EF2	DROM	20	RF Init OK with coex
0x11F08	0x3F411F08	DROM	19	BT BB INTR enabled!
0x11F2C	0x3F411F2C	DROM	7	rwble.c
0x11F34	0x3F411F34	DROM	6	rwbt.c
0x11F3B	0x3F411F3B	DROM	18	lpcycles < 1000000
0x11F4E	0x3F411F4E	DROM	37	%s ENV %p, %d, MSG %p %d, NORET %p %d
0x11F75	0x3F411F75	DROM	6	rwip.c
0x11F7C	0x3F411F7C	DROM	11	r_rwip_init
0x11F88	0x3F411F88	DROM	17	Send Queue Failed
0x11F9B	0x3F411F9B	DROM	6	vhci.c
0x11FA2	0x3F411FA2	DROM	27	VHCI: Controller is not run
0x11FCC	0x3F411FCC	DROM	4	I0$r
0x12008	0x3F412008	DROM	6	intc.c
0x1200F	0x3F41200F	DROM	19	osi_ints_on != NULL
0x12023	0x3F412023	DROM	33	osi_set_interrupt_handler != NULL
0x1208B	0x3F41208B	DROM	32	?blk >= 0 && blk < EFUSE_BLK_MAX
0x120AC	0x3F4120AC	DROM	45	/IDF/components/efuse/src/esp_efuse_utility.c
0x120DA	0x3F4120DA	DROM	99	num_reg <= (range_read_addr_blocks[blk].end - range_read_addr_blocks[blk].start) / sizeof(uint32_t)
0x1213E	0x3F41213E	DROM	135	"(Cannot use REG_READ for DPORT registers use DPORT_REG_READ)" && (!((((addr_wr_reg)) >= 0x3ff00000) && ((addr_wr_reg)) <= 0x3ff13FFC))
0x121C6	0x3F4121C6	DROM	5	efuse
0x121CC	0x3F4121CC	DROM	57	E (%u) %s: Range of data does not match the coding scheme
0x12207	0x3F412207	DROM	24	bits_counter <= req_size
0x12220	0x3F412220	DROM	207	"(Cannot use REG_READ for DPORT registers use DPORT_REG_READ)" && (!((((range_read_addr_blocks[blk].start + num_reg * 4)) >= 0x3ff00000) && ((range_read_addr_blocks[blk].start + num_reg * 4)) <= 0x3ff13FFC))
0x122F0	0x3F4122F0	DROM	26	esp_efuse_utility_read_reg
0x1230B	0x3F41230B	DROM	25	esp_efuse_utility_process
0x12325	0x3F412325	DROM	25	cpuid == xPortGetCoreID()
0x1233F	0x3F41233F	DROM	37	/IDF/components/esp_ipc/src/esp_ipc.c
0x12365	0x3F412365	DROM	5	ipc%d
0x1236B	0x3F41236B	DROM	8	ipc_task
0x12374	0x3F412374	DROM	12	esp_ipc_init
0x12381	0x3F412381	DROM	53	/IDF/components/esp_ipc/src/esp_ipc_isr/esp_ipc_isr.c
0x123B7	0x3F4123B7	DROM	29	esp_ipc_isr_release_other_cpu
0x123E0	0x3F4123E0	DROM	49	E (%u) %s: %s called, but s_adc_power_on_cnt == 0
0x12413	0x3F412413	DROM	26	ADCADC_NUM_1 channel error
0x1242E	0x3F41242E	DROM	34	wifi release called before acquire
0x12451	0x3F412451	DROM	17	adc2_wifi_release
0x12463	0x3F412463	DROM	17	adc_power_release
0x12475	0x3F412475	DROM	20	start != ((void *)0)
0x1248A	0x3F41248A	DROM	50	/IDF/components/espcoredump/src/core_dump_common.c
0x124BD	0x3F4124BD	DROM	31	esp_core_dump_get_user_ram_info
0x124DD	0x3F4124DD	DROM	19	checksum_size <= 32
0x124F1	0x3F4124F1	DROM	49	/IDF/components/espcoredump/src/core_dump_flash.c
0x12523	0x3F412523	DROM	19	Calculated checksum
0x12537	0x3F412537	DROM	14	Image checksum
0x12546	0x3F412546	DROM	25	esp_core_dump_image_check
0x12560	0x3F412560	DROM	4	CORE
0x12565	0x3F412565	DROM	18	ESP_CORE_DUMP_INFO
0x12578	0x3F412578	DROM	10	EXTRA_INFO
0x12583	0x3F412583	DROM	24	elf_write_core_dump_info
0x1259C	0x3F41259C	DROM	29	elf_write_core_dump_user_data
0x125BA	0x3F4125BA	DROM	15	elf_add_segment
0x125CA	0x3F4125CA	DROM	13	elf_save_task
0x125D8	0x3F4125D8	DROM	24	elf_write_segment_header
0x125F1	0x3F4125F1	DROM	24	elf_process_note_segment
